Codigo,Numero,Titulo,CodigoAmbito,Ambito,Municipio,TiposNorma,IdTiposNorma,Tags
DIR 2008/46 EUR,46,"Directiva 2008/46/CE del Parlamento Europeo y del Consejo de 23 de abril de 2008 por la que se modifica la Directiva 2004/40/CE sobre las disposiciones mínimas de seguridad y de salud relativas a la exposición de los trabajadores a los riesgos derivados de los agentes físicos (campos electromagnéticos) (decimoctava Directiva específica con arreglo al artículo 16, apartado 1, de la Directiva 89/391/CEE)",  EUR,Europa,,Prevención,[2],"Directiva 2008/46, Directiva 2004/40, Directiva 89/391"
DIR 2008/47 EUR,47,"Directiva 2008/47 EUR de la Comisión, de 8 de abril de 2008, que modifica, para adaptarla al progreso técnico, la Directiva 75/324/CEE del Consejo, relativa a la aproximación de las legislaciones de los Estados miembros sobre los generadores aerosoles.",  EUR,Europa,,Reg. Industrial,[3],"Directiva 2008/47, Directiva 75/324"
DIR 2008/50 EUR,50,"Directiva 2008/50/CE del Parlamento Europeo y del Consejo, de 21 de mayo de 2008, relativa a la calidad del aire ambiente y a una atmósfera más limpia en Europa.",  EUR,Europa,,M. Ambiente,[1],Directiva 2008/50
DIR 2008/54 EUR,54,"Directiva 2008/54/CE del Parlamento Europeo y del Consejo, de 17 de junio de 2008, por la que se modifica la Directiva 95/50/CE del Consejo relativa a procedimientos uniformes de control del transporte de mercancías peligrosas por carretera en lo relativo a las competencias de ejecución atribuidas a la Comisión.",  EUR,Europa,,M. Ambiente / Prevención,[1][2],"Directiva 2008/54, Directiva 95/50"
DIR 2008/56 EUR,56,Directiva 2008/56/CE del parlamento Europeo y del Consejo de 17 de junio de 2008 por la que se establece un marco de acción comunitaria para la política del medio marino ( Directiva marco sobre la estrategia marina),  EUR,Europa,,M. Ambiente,[1],Directiva 2008/56
DIR 2008/58 EUR,58,"Directiva 2008/58/CE de la Comisión, de 21 de agosto de 2008, por la que se adapta al progreso técnico por trigésima vez la Directiva 67/548/CEE del Consejo relativa a la aproximación de las disposiciones legales, reglamentarias y administrativas en materia de clasificación, embalaje y etiquetado de las sustancias peligrosas.",  EUR,Europa,,M. Ambiente / Prevención,[1][2],"Directiva 2008/58, Directiva 67/548"
DIR 2008/68 EUR,68,Directiva 2008/68/CE del Parlamento Europeo y del Consejo de 24 de septiembre de 2008 sobre el transporte terrestre de mercancías peligrosas,  EUR,Europa,,M. Ambiente / Prevención,[1][2],Directiva 2008/68
DIR 2008/96 EUR,96,"Directiva 2008/96/CE del parlamento europeo y del consejo de 19 de noviembre de 2008 sobre gestión de la seguridad de las infraestructuras viarias
",  EUR,Europa,,Seguridad Vial,[5],Directiva 2008/96
DIR 2008/98 EUR,98,"Directiva 2008/98/CE del Parlamento Europeo y del Consejo,  de 19 de noviembre de 2008, sobre los residuos y por la que se derogan determinadas Directivas",  EUR,Europa,,M. Ambiente,[1],Directiva 2008/98
DIR 2008/99 EUR,99,"Directiva 2008/99/CE, del Parlamento Europeo y del  Consejo, de 19 de noviembre de 2008, relativa a la protección del medio ambiente mediante el Derecho penal.",  EUR,Europa,,M. Ambiente,[1],Directiva 2008/99
DIR 2009/1 EUR,1,"Directiva 2009/1/CE de la Comisión, de 7 de enero de 2009, por la que se modifica, para su adaptación al progreso técnico, la Directiva 2005/64/CE del Parlamento Europeo y del Consejo, relativa a la homologación de tipo de los vehículos de motor en lo que concierne a su aptitud para la reutilización, el reciclado y la valorización.",  EUR,Europa,,M. Ambiente / Reg. Industrial,[1][3],"Directiva 2009/1, Directiva 2005/64"
DIR 2009/104 EUR,104,"Directiva 2009/104/CE del Parlamento europeo y del Consejo, de 16 de septiembre de 2009, relativa a las disposiciones mínimas de seguridad y de salud para la utilización por los trabajadores en el trabajo de los equipos de trabajo (segunda Directiva específica con arreglo al artículo 16, apartado 1, de la Directiva 89/391/CEE).",  EUR,Europa,,Prevención,[2],"Directiva 2009/104, Directiva 89/391"
DIR 2009/105 EUR,105,"Directiva 2009/105/CE del Parlamento europeo y del Consejo, de 16 de septiembre de 2009, relativa a los recipientes a presión simples.",  EUR,Europa,,Reg. Industrial,[3],Directiva 2009/105
DIR 2009/125 EUR,125,"Directiva 2009/125 del Parlamento Europeo y del Consejo, de 21 de octubre de 2009, por la que se instaura un marco para el establecimiento de requisitos de diseño ecológico aplicables a los productos relacionados con la energía",  EUR,Europa,,M. Ambiente,[1],Directiva 2009/125
DIR 2009/126 EUR,126,Directiva 2009/126/CE del Parlamento Europeo y del Consejo de 21 de octubre de 2009 relativa a la recuperación de vapores de gasolina de la fase II durante el repostaje de los vehículos de motor en las estaciones de servicio.,  EUR,Europa,,M. Ambiente,[1],Directiva 2009/126
DIR 2009/127 EUR,127,Directiva 2009/127/ce del Parlamento Europeo y del Consejo de 21 de octubre de 2009 por la que se modifica la Directiva 2006/42/CE en lo que respecta a las máquinas para la aplicación de plaguicidas.,  EUR,Europa,,M. Ambiente / Prevención,[1][2],"Directiva 2009/127, Directiva 2006/42"
DIR 2009/128 EUR,128,Directiva 2009/128/CE del Parlamento europeo y del Consejo de 21 de octubre de 2009 por la que se establece el marco de la actuación comunitaria para conseguir un uso sostenible de los plaguicidas.,  EUR,Europa,,M. Ambiente / Prevención,[1][2],Directiva 2009/128
DIR 2009/142 EUR,142,"Directiva 2009/142/CE del Parlamento Europeo y del Consejo, de 30 de noviembre de 2009, sobre los aparatos de gas",  EUR,Europa,,Reg. Industrial,[3],Directiva 2009/142
DIR 2009/148 EUR,148,"Directiva 2009/148/CE del Parlamento europeo y del Consejo, de 30 de noviembre de 2009, sobre la protección de los trabajadores contra los riesgos relacionados con la exposición al amianto durante el trabajo.",  EUR,Europa,,Prevención,[2],Directiva 2009/148
DIR 2009/161 EUR,161,"Directiva 2009/161/UE de la Comisión, de 17 de diciembre de 2009, por la que se establece una tercera lista de valores límite de exposición profesional indicativos en aplicación de la Directiva 98/24/CE del Consejo y por la que se modifica la Directiva 2000/39/CE de la Comisión.",  EUR,Europa,,Prevención,[2],"Directiva 2009/161, Directiva 98/24, Directiva 2000/39"
DIR 2009/18 EUR,18,"Directiva 2009/18/ce del Parlamento Europeo y del Consejo, de 23 de abril de 2009, por la que se establecen los principios fundamentales que rigen la investigación de accidentes en el sector del transporte marítimo y se modifican las Directivas 1999/35/CE del Consejo y 2002/59/CE del Parlamento Europeo y del Consejo.",  EUR,Europa,,M. Ambiente / Prevención,[1][2],Directiva 2009/18
DIR 2009/2 EUR,2,"Directiva 2009/2/CE de la Comisión, de 15 de enero de 2009, por la que se adapta al progreso técnico, por trigesimoprimera vez, la Directiva 67/548/CEE del Consejo relativa a la aproximación de las disposiciones legales, reglamentarias y administrativas en materia de clasificación, embalaje y etiquetado de las sustancias peligrosas.",  EUR,Europa,,M. Ambiente / Prevención,[1][2],"Directiva 2009/2, Directiva 67/548"
DIR 2009/28 EUR,28,"Directiva 2009/28/CE del Parlamento europeo y del Consejo, de 23 de abril de 2009, relativa al fomento del uso de energía procedente de fuentes renovables y por la que se modifican y se derogan las Directivas 2001/77/CE y 2003/30/CE",  EUR,Europa,,M. Ambiente,[1],Directiva 2009/28
DIR 2009/29 EUR,29,"Directiva 2009/29/CE del parlamento europeo y del consejo, de 23 de abril de 2009, por la que se modifica la Directiva 2003/87/CE para perfeccionar y ampliar el régimen comunitario de comercio de derechos de emisión de gases de efecto invernadero.",  EUR,Europa,,M. Ambiente,[1],"Directiva 2009/29, Directiva 2003/87"
DIR 2009/30 EUR,30,"Directiva 2009/30/CE del parlamento europeo y del consejo, de 23 de abril de 2009, por la que se modifica la Directiva 98/70/CE en relación con las especificaciones de la gasolina, el diésel y el gasóleo, se introduce un mecanismo para controlar y reducir las emisiones de gases de efecto invernadero, se modifica la Directiva 1999/32/CE del Consejo en relación con las especificaciones del combustible utilizado por los buques de navegación interior y se deroga la Directiva 93/12/CEE.",  EUR,Europa,,Reg. Industrial,[3],"Directiva 2009/30, Directiva 98/70, Directiva 1999/32, Directiva 93/12"
DIR 2009/31 EUR,31,"Directiva 2009/31/CE del parlamento europeo y del Consejo, de 23 de abril de 2009, relativa al almacenamiento geológico de dióxido de carbono y por la que se modifican la Directiva 85/337/CEE del Consejo, las Directivas 2000/60/CE, 2001/80/CE, 2004/35/CE, 2006/12/CE, 2008/1/CE y el Reglamento (CE) nº 1013/2006 del Parlamento Europeo y del Consejo.",  EUR,Europa,,M. Ambiente,[1],"Directiva 2009/31, Directiva 85/337, Reglamento (CE) nº 1013/2006"
DIR 2009/34 EUR,34,"Directiva 2009/34/CE del parlamento europeo y del consejo, de 23 de abril de 2009, sobre las disposiciones comunes a los instrumentos de medida y a los métodos de control metrológico",  EUR,Europa,,M. Ambiente / Prevención / Reg. Industrial,[1][2][3],Directiva 2009/34
DIR 2009/54 EUR,54,"Directiva 2009/54/CE del Parlamento Europeo y del Consejo, de 18 de junio de 2009, sobre explotación y comercialización de aguas minerales naturales.",  EUR,Europa,,Seg. Alimentaria,[7],Directiva 2009/54
DIR 2009/73 EUR,73,Directiva 2009/73/CE del Parlamento Europeo y del Consejo de 13 de julio de 2009 sobre normas comunes para el mercado interior del gas natural y por la que se deroga la Directiva 2003/55/CE,  EUR,Europa,,Reg. Industrial,[3],"Directiva 2009/73, Directiva 2003/55"
DIR 2009/90 EUR,90,"Directiva 2009/90/CE de la Comisión, de 31 de julio de 2009, por la que se establecen, de conformidad con la Directiva 2000/60/CE del Parlamento Europeo y del Consejo, las especificaciones técnicas del análisis químico y del seguimiento del estado de las aguas.",  EUR,Europa,,M. Ambiente,[1],"Directiva 2009/90, Directiva 2000/60"
DIR 2010/26 EUR,26,"Directiva 2010/26/UE de la Comisión, de 31 de marzo de 2010, por la que se modifica la Directiva 97/68/CE del Parlamento Europeo y del Consejo, relativa a la aproximación de las legislaciones de los Estados miembros sobre medidas contra la emisión de gases y partículas contaminantes procedentes de los motores de combustión interna que se instalen en las máquinas móviles no de carretera.",  EUR,Europa,,M. Ambiente,[1],"Directiva 2010/26, Directiva 97/68"
DIR 2010/30 EUR,30,"Directiva 2010/30/UE del parlamento europeo y del Consejo, de 19 de mayo de 2010, relativa a la indicación del consumo de energía y otros recursos por parte de los productos relacionados con la energía, mediante el etiquetado y una información normalizada",  EUR,Europa,,M. Ambiente,[1],Directiva 2010/30
DIR 2010/31 EUR,31,"Directiva 2010/31/UE del Parlamento europeo y del Consejo, de 19 de mayo de 2010, relativa a la eficiencia energética de los edificios.",  EUR,Europa,,M. Ambiente,[1],Directiva 2010/31
DIR 2010/32 EUR,32,"Directiva 2010/32/UE del Consejo, de 10 de mayo de 2010, que aplica el Acuerdo marco para la prevención de las lesiones causadas por instrumentos cortantes y punzantes en el sector hospitalario y sanitario celebrado por HOSPEEM y EPSU.",  EUR,Europa,,Prevención,[2],Directiva 2010/32
DIR 2010/35 EUR,35,"Directiva 2010/35/UE del Parlamento Europeo y del Consejo de 16 de junio de 2010 sobre equipos a presión transportables y por la que se derogan las Directivas 76/767/CEE, 84/525/CEE, 84/526/CEE, 84/527/CEE y 1999/36/CE del Consejo.",  EUR,Europa,,Reg. Industrial,[3],Directiva 2010/35
DIR 2010/63 EUR,63,Directiva 2010/63/UE del Parlamento Europeo y del Consejo de 22 de septiembre de 2010 relativa a la protección de los animales utilizados para fines científicos,  EUR,Europa,,M. Ambiente,[1],Directiva 2010/63
DIR 2010/75 EUR,75,"Directiva 2010/75/UE  del Parlamento europeo y del Consejo, de 24 de noviembre de 2010, sobre las emisiones industriales (prevención y control integrados de la contaminación) (versión refundida).",  EUR,Europa,,M. Ambiente,[1],Directiva 2010/75
DIR 2010/79 EUR,79,"Directiva 2010/79/UE de la comisión, de 19 de noviembre de 2010, sobre la adaptación al progreso técnico del anexo III de la Directiva 2004/42/CE del Parlamento Europeo y del Consejo, relativa a la limitación de las emisiones de compuestos orgánicos volátiles.",  EUR,Europa,,M. Ambiente,[1],"Directiva 2010/79, Directiva 2004/42"
DIR 2011/15 EUR,15,"Directiva 2011/15/UE de la Comisión, de 23 de febrero de 2011, por la que se modifica la Directiva 2002/59/CE del Parlamento Europeo y del Consejo, relativa al establecimiento de un sistema comunitario de seguimiento y de información sobre el tráfico marítimo.",  EUR,Europa,,M. Ambiente / Prevención,[1][2],"Directiva 2011/15, Directiva 2002/59"
DIR 2011/37 EUR,37,"Directiva 2011/37/UE de la Comisión de 30 de marzo de 2011 que modifica el anexo II de la Directiva 2000/53/CE del Parlamento Europeo y del Consejo, relativa a los vehículos al final de su vida útil.",  EUR,Europa,,M. Ambiente,[1],"Directiva 2011/37, Directiva 2000/53"
DIR 2011/65 EUR,65,"Directiva 2011/65/UE del Parlamento Europeo y del Consejo, de 8 de junio de 2011, sobre restricciones a la utilización de determinadas sustancias peligrosas en aparatos eléctricos y electrónicos",  EUR,Europa,,M. Ambiente,[1],Directiva 2011/65
DIR 2011/70 EUR,70,"Directiva 2011/70/Euratom del Consejo, de 19 de julio de 2011, por la que se establece un marco comunitario para la gestión responsable y segura del combustible nuclear gastado y de los residuos radiactivos.",  EUR,Europa,,M. Ambiente / Prevención,[1][2],Directiva 2011/70
DIR 2011/88 EUR,88,"Directiva 2011/88/UE del Parlamento Europeo y del Consejo, de 16 de noviembre de 2011, por la que se modifica la Directiva 97/68/CE en lo que se refiere a las disposiciones relativas a los motores comercializados con arreglo al sistema flexible.",  EUR,Europa,,M. Ambiente,[1],"Directiva 2011/88, Directiva 97/68"
DIR 2011/92 EUR,92,"Directiva 2011/92/UE, del Parlamento Europeo y del Consejo, de 13 de diciembre de 2011 relativa a la evaluación de las repercusiones de determinados proyectos públicos y privados sobre el medio ambiente.",  EUR,Europa,,M. Ambiente,[1],Directiva 2011/92
DIR 2011/97 EUR,97,"Directiva 2011/97 del Consejo, de 5 de diciembre de 2011, que modifica la Directiva 1999/31/CE por lo que respecta a los criterios específicos para el almacenamiento de mercurio metálico considerado residuo.",  EUR,Europa,,M. Ambiente,[1],"Directiva 2011/97, Directiva 1999/31"
DIR 2012/11 EUR,11,"Directiva 2012/11/UE del Parlamento Europeo y del Consejo de 19 de abril de 2012 por la que se modifica la Directiva 2004/40/CE, sobre las disposiciones mínimas de seguridad y de salud relativas a la exposición de los trabajadores a los riesgos derivados de los agentes físicos (campos electromagnéticos) (decimoctava Directiva específica con arreglo al artículo 16 apartado 1, de la Directiva 89/391/CEE).",  EUR,Europa,,Prevención,[2],"Directiva 2012/11, Directiva 2004/40, Directiva 89/391"
DIR 2012/18 EUR,18,Directiva 2012/18/UE del Parlamento Europeo y del Consejo de 4 de julio de 2012 relativa al control de los riesgos inherentes a los accidentes graves en los que intervengan sustancias peligrosas y por la que se modifica y ulteriormente deroga la Directiva 96/82/CE.,  EUR,Europa,,M. Ambiente / Prevención,[1][2],"Directiva 2012/18, Directiva 96/82"
